image,DNL,D00,D10,D20,D40,strat,subset
4137,1,0,0,0,0,S0000,train
8768,1,0,0,0,0,S0000,train
5025,1,0,0,0,0,S0000,train
14325,1,0,0,0,0,S0000,train
14602,0,1,0,0,0,S1000,train
10691,1,0,0,0,0,S0000,train
10602,1,0,0,0,0,S0000,train
15,1,0,0,0,0,S0000,train
7654,0,2,0,0,2,S1001,train
3761,1,0,0,0,0,S0000,train
7724,1,0,0,0,0,S0000,train
711,1,0,0,0,0,S0000,train
2107,0,0,1,0,0,S0100,train
6036,1,0,0,0,0,S0000,train
9696,1,0,0,0,0,S0000,train
12655,1,0,0,0,0,S0000,train
3973,1,0,0,0,0,S0000,train
13932,1,0,0,0,0,S0000,train
5912,1,0,0,0,0,S0000,train
8319,1,0,0,0,0,S0000,train
14075,1,0,0,0,0,S0000,train
10289,1,0,0,0,0,S0000,train
11427,1,0,0,0,0,S0000,train
7579,0,1,0,0,0,S1000,train
167,0,2,5,0,3,S1101,train
12231,1,0,0,0,0,S0000,train
5807,0,0,0,1,0,S0010,train
8833,1,0,0,0,0,S0000,train
8912,1,0,0,0,0,S0000,train
14570,0,1,0,0,0,S1000,train
2258,0,1,0,0,1,S1001,train
6243,1,0,0,0,0,S0000,train
6023,1,0,0,0,0,S0000,train
3347,0,0,0,3,0,S0010,train
15621,1,0,0,0,0,S0000,train
2709,1,0,0,0,0,S0000,train
6449,1,0,0,0,0,S0000,train
13999,0,1,1,0,0,S1100,train
8797,1,0,0,0,0,S0000,train
2195,0,1,1,0,0,S1100,train
4108,1,0,0,0,0,S0000,train
15007,1,0,0,0,0,S0000,train
519,0,0,0,0,1,S0001,train
3565,0,0,0,0,1,S0001,train
3832,0,0,1,0,0,S0100,train
9250,1,0,0,0,0,S0000,train
15032,0,1,0,0,0,S1000,train
9391,1,0,0,0,0,S0000,train
13696,1,0,0,0,0,S0000,train
7874,1,0,0,0,0,S0000,train
9402,0,0,1,1,0,S0110,train
26927,1,0,0,0,0,S0000,train
1472,0,2,1,0,0,S1100,train
9539,0,0,1,0,0,S0100,train
4022,0,0,1,0,0,S0100,train
6974,0,0,0,1,0,S0010,train
6924,0,1,0,0,0,S1000,train
8873,0,0,0,1,0,S0010,train
5660,1,0,0,0,0,S0000,train
565,1,0,0,0,0,S0000,train
4677,1,0,0,0,0,S0000,train
842,1,0,0,0,0,S0000,train
6496,0,0,1,0,0,S0100,train
1349,1,0,0,0,0,S0000,train
32,0,0,0,0,2,S0001,train
10357,1,0,0,0,0,S0000,train
7664,0,0,1,0,0,S0100,train
14906,1,0,0,0,0,S0000,train
15734,0,1,0,0,0,S1000,train
11770,1,0,0,0,0,S0000,train
5080,0,0,2,0,0,S0100,train
9903,1,0,0,0,0,S0000,train
857,0,0,0,1,0,S0010,train
8184,0,0,0,1,0,S0010,train
26812,1,0,0,0,0,S0000,train
14527,1,0,0,0,0,S0000,train
5591,1,0,0,0,0,S0000,train
6703,1,0,0,0,0,S0000,train
9509,0,1,0,0,0,S1000,train
3138,0,2,3,0,0,S1100,train
5005,1,0,0,0,0,S0000,train
699,1,0,0,0,0,S0000,train
4461,0,2,4,0,3,S1101,train
15555,1,0,0,0,0,S0000,train
4406,0,0,1,0,0,S0100,train
1717,1,0,0,0,0,S0000,train
1809,1,0,0,0,0,S0000,train
15583,0,2,0,0,0,S1000,train
10466,1,0,0,0,0,S0000,train
5281,1,0,0,0,0,S0000,train
13424,1,0,0,0,0,S0000,train
3096,0,0,0,2,0,S0010,train
9011,1,0,0,0,0,S0000,train
14385,1,0,0,0,0,S0000,train
2717,1,0,0,0,0,S0000,train
6683,1,0,0,0,0,S0000,train
11198,0,0,2,0,0,S0100,train
1120,0,0,2,0,0,S0100,train
792,1,0,0,0,0,S0000,train
5976,1,0,0,0,0,S0000,train
4363,0,5,3,1,0,S1110,train
8988,1,0,0,0,0,S0000,train
10784,0,0,0,2,0,S0010,train
10877,1,0,0,0,0,S0000,train
5618,0,0,1,0,0,S0100,train
15743,0,1,0,0,0,S1000,train
10869,1,0,0,0,0,S0000,train
9047,0,0,2,0,0,S0100,train
8737,1,0,0,0,0,S0000,train
158,0,2,1,1,2,S1111,train
26646,1,0,0,0,0,S0000,train
11827,1,0,0,0,0,S0000,train
4336,0,0,2,0,4,S0101,train
14748,0,1,0,0,0,S1000,train
2062,1,0,0,0,0,S0000,train
14671,1,0,0,0,0,S0000,train
415,1,0,0,0,0,S0000,train
1294,1,0,0,0,0,S0000,train
10593,0,1,0,0,0,S1000,train
1143,0,0,2,0,0,S0100,train
9464,1,0,0,0,0,S0000,train
306,1,0,0,0,0,S0000,train
12077,1,0,0,0,0,S0000,train
9971,1,0,0,0,0,S0000,train
3420,0,0,1,0,0,S0100,train
10927,1,0,0,0,0,S0000,train
8854,1,0,0,0,0,S0000,train
1356,0,2,0,0,0,S1000,train
13464,0,3,0,0,0,S1000,train
9182,0,2,0,0,0,S1000,train
12285,0,0,0,0,2,S0001,train
26607,1,0,0,0,0,S0000,train
6824,1,0,0,0,0,S0000,train
414,1,0,0,0,0,S0000,train
2408,0,0,0,0,4,S0001,train
1164,1,0,0,0,0,S0000,train
14572,0,1,0,0,0,S1000,train
26659,1,0,0,0,0,S0000,train
9488,1,0,0,0,0,S0000,train
9467,1,0,0,0,0,S0000,train
14984,1,0,0,0,0,S0000,train
6550,0,0,0,0,1,S0001,train
3294,0,0,1,0,0,S0100,train
4559,0,0,4,0,1,S0101,train
10090,0,3,0,0,0,S1000,train
9997,0,0,0,0,2,S0001,train
14712,0,2,0,0,0,S1000,train
12919,0,0,0,0,1,S0001,train
13700,1,0,0,0,0,S0000,train
5325,1,0,0,0,0,S0000,train
6079,0,0,0,0,2,S0001,train
3332,0,1,1,0,0,S1100,train
3194,1,0,0,0,0,S0000,train
9785,1,0,0,0,0,S0000,train
5606,1,0,0,0,0,S0000,train
5793,1,0,0,0,0,S0000,train
26582,0,0,0,3,0,S0010,train
8116,1,0,0,0,0,S0000,train
13680,1,0,0,0,0,S0000,train
13147,0,0,1,0,2,S0101,train
11439,0,0,0,1,0,S0010,train
4366,0,5,4,0,0,S1100,train
15402,0,1,0,0,0,S1000,train
11641,1,0,0,0,0,S0000,train
3445,1,0,0,0,0,S0000,train
7617,1,0,0,0,0,S0000,train
13046,0,0,0,4,0,S0010,train
10620,1,0,0,0,0,S0000,train
6333,1,0,0,0,0,S0000,train
12366,1,0,0,0,0,S0000,train
15683,1,0,0,0,0,S0000,train
9698,1,0,0,0,0,S0000,train
14922,0,2,1,0,0,S1100,train
422,1,0,0,0,0,S0000,train
14933,0,4,0,0,0,S1000,train
3189,1,0,0,0,0,S0000,train
8435,1,0,0,0,0,S0000,train
14832,1,0,0,0,0,S0000,train
8149,1,0,0,0,0,S0000,train
9536,1,0,0,0,0,S0000,train
13578,1,0,0,0,0,S0000,train
9998,0,1,0,0,0,S1000,train
12576,0,0,1,0,0,S0100,train
1477,0,3,0,0,0,S1000,train
6792,1,0,0,0,0,S0000,train
11617,1,0,0,0,0,S0000,train
5662,1,0,0,0,0,S0000,train
2323,1,0,0,0,0,S0000,train
10374,1,0,0,0,0,S0000,train
11063,1,0,0,0,0,S0000,train
2866,0,0,0,0,1,S0001,train
13572,0,0,1,0,0,S0100,train
2183,0,1,0,0,0,S1000,train
9332,0,0,1,0,0,S0100,train
2035,1,0,0,0,0,S0000,train
11442,0,0,0,1,0,S0010,train
5946,1,0,0,0,0,S0000,train
13010,1,0,0,0,0,S0000,train
1823,1,0,0,0,0,S0000,train
14456,1,0,0,0,0,S0000,train
14902,1,0,0,0,0,S0000,train
887,0,0,2,0,1,S0101,train
4601,1,0,0,0,0,S0000,train
7689,1,0,0,0,0,S0000,train
14441,1,0,0,0,0,S0000,train
3019,1,0,0,0,0,S0000,train
12398,1,0,0,0,0,S0000,train
5384,1,0,0,0,0,S0000,train
2233,1,0,0,0,0,S0000,train
15482,0,0,1,0,0,S0100,train
2563,0,0,0,0,1,S0001,train
8788,1,0,0,0,0,S0000,train
12225,1,0,0,0,0,S0000,train
26826,1,0,0,0,0,S0000,train
7717,1,0,0,0,0,S0000,train
11610,1,0,0,0,0,S0000,train
5422,0,0,1,0,0,S0100,train
5564,0,0,1,0,0,S0100,train
5211,1,0,0,0,0,S0000,train
26903,1,0,0,0,0,S0000,train
663,0,0,0,2,0,S0010,train
8666,0,1,1,0,0,S1100,train
9231,0,0,0,1,0,S0010,train
3414,1,0,0,0,0,S0000,train
112,1,0,0,0,0,S0000,train
14665,1,0,0,0,0,S0000,train
1030,0,1,3,0,4,S1101,train
786,0,0,2,0,0,S0100,train
10920,1,0,0,0,0,S0000,train
2473,0,0,1,0,1,S0101,train
600,1,0,0,0,0,S0000,train
1601,1,0,0,0,0,S0000,train
3815,0,0,0,0,2,S0001,train
8557,1,0,0,0,0,S0000,train
11625,1,0,0,0,0,S0000,train
4078,0,0,0,0,5,S0001,train
12954,1,0,0,0,0,S0000,train
4594,1,0,0,0,0,S0000,train
7429,1,0,0,0,0,S0000,train
12733,0,0,0,3,0,S0010,train
14254,1,0,0,0,0,S0000,train
806,1,0,0,0,0,S0000,train
3029,0,1,1,0,0,S1100,train
9353,0,0,1,0,0,S0100,train
11748,1,0,0,0,0,S0000,train
9255,1,0,0,0,0,S0000,train
2899,1,0,0,0,0,S0000,train
14439,1,0,0,0,0,S0000,train
14854,1,0,0,0,0,S0000,train
348,1,0,0,0,0,S0000,train
14700,0,1,0,0,0,S1000,train
1916,1,0,0,0,0,S0000,train
3501,0,0,3,0,0,S0100,train
8815,1,0,0,0,0,S0000,train
3954,1,0,0,0,0,S0000,train
8540,1,0,0,0,0,S0000,train
10752,0,1,0,0,0,S1000,train
7907,1,0,0,0,0,S0000,train
3940,1,0,0,0,0,S0000,train
4853,1,0,0,0,0,S0000,train
15699,0,3,0,0,0,S1000,train
11953,0,0,1,0,0,S0100,train
1079,0,3,3,1,0,S1110,train
10276,1,0,0,0,0,S0000,train
1461,0,0,1,0,0,S0100,train
11562,1,0,0,0,0,S0000,train
4025,0,1,0,0,0,S1000,train
1100,0,1,0,0,0,S1000,train
14530,1,0,0,0,0,S0000,train
11734,1,0,0,0,0,S0000,train
14840,0,2,0,0,1,S1001,train
2309,1,0,0,0,0,S0000,train
9377,1,0,0,0,0,S0000,train
8922,1,0,0,0,0,S0000,train
7733,1,0,0,0,0,S0000,train
8602,1,0,0,0,0,S0000,train
54,0,0,2,0,2,S0101,train
797,0,1,1,0,0,S1100,train
10851,1,0,0,0,0,S0000,train
11675,0,0,0,0,3,S0001,train
11679,0,0,0,0,3,S0001,train
15558,1,0,0,0,0,S0000,train
4850,1,0,0,0,0,S0000,train
14089,1,0,0,0,0,S0000,train
8055,1,0,0,0,0,S0000,train
12321,0,0,0,0,1,S0001,train
26583,0,0,0,3,0,S0010,train
4121,1,0,0,0,0,S0000,train
7196,0,1,0,0,0,S1000,train
8473,1,0,0,0,0,S0000,train
5918,1,0,0,0,0,S0000,train
14268,1,0,0,0,0,S0000,train
14457,1,0,0,0,0,S0000,train
7995,1,0,0,0,0,S0000,train
11482,1,0,0,0,0,S0000,train
13907,1,0,0,0,0,S0000,train
8827,1,0,0,0,0,S0000,train
2682,1,0,0,0,0,S0000,train
5988,0,0,0,1,4,S0011,train
12249,1,0,0,0,0,S0000,train
12907,0,1,0,0,0,S1000,train
14853,1,0,0,0,0,S0000,train
1475,0,5,2,0,0,S1100,train
8273,1,0,0,0,0,S0000,train
3539,1,0,0,0,0,S0000,train
13114,0,2,1,0,0,S1100,train
12511,1,0,0,0,0,S0000,train
6199,1,0,0,0,0,S0000,train
13704,1,0,0,0,0,S0000,train
6631,1,0,0,0,0,S0000,train
9286,0,1,0,0,0,S1000,train
4752,1,0,0,0,0,S0000,train
8436,1,0,0,0,0,S0000,train
2436,1,0,0,0,0,S0000,train
15164,0,1,0,0,0,S1000,train
3209,0,1,2,1,1,S1111,train
10156,1,0,0,0,0,S0000,train
7170,1,0,0,0,0,S0000,train
9190,0,1,0,0,0,S1000,train
5201,0,2,0,0,0,S1000,train
9126,0,0,1,0,0,S0100,train
5164,0,1,0,0,0,S1000,train
12958,1,0,0,0,0,S0000,train
8013,1,0,0,0,0,S0000,train
9289,1,0,0,0,0,S0000,train
26870,1,0,0,0,0,S0000,train
9673,1,0,0,0,0,S0000,train
6320,1,0,0,0,0,S0000,train
4444,0,1,0,0,0,S1000,train
14389,1,0,0,0,0,S0000,train
1319,1,0,0,0,0,S0000,train
1642,0,1,2,0,0,S1100,train
8763,1,0,0,0,0,S0000,train
9610,1,0,0,0,0,S0000,train
2114,1,0,0,0,0,S0000,train
5112,0,3,1,0,0,S1100,train
2947,1,0,0,0,0,S0000,train
15347,1,0,0,0,0,S0000,train
7873,1,0,0,0,0,S0000,train
14070,1,0,0,0,0,S0000,train
10292,1,0,0,0,0,S0000,train
1351,1,0,0,0,0,S0000,train
15281,0,2,0,0,0,S1000,train
11142,1,0,0,0,0,S0000,train
2910,0,0,0,0,1,S0001,train
5343,0,3,0,0,0,S1000,train
6584,0,0,0,0,4,S0001,train
9087,0,1,0,0,1,S1001,train
6827,1,0,0,0,0,S0000,train
11540,0,1,1,0,0,S1100,train
8187,0,0,0,1,0,S0010,train
1740,1,0,0,0,0,S0000,train
2494,0,1,1,0,0,S1100,train
1521,0,4,1,0,0,S1100,train
14383,1,0,0,0,0,S0000,train
22,0,0,0,0,2,S0001,train
10712,1,0,0,0,0,S0000,train
9148,1,0,0,0,0,S0000,train
3710,0,4,1,0,1,S1101,train
12012,1,0,0,0,0,S0000,train
10053,0,0,0,6,0,S0010,train
2816,0,1,0,0,1,S1001,train
26793,1,0,0,0,0,S0000,train
173,0,0,4,1,1,S0111,train
15396,1,0,0,0,0,S0000,train
5919,1,0,0,0,0,S0000,train
8106,1,0,0,0,0,S0000,train
9951,1,0,0,0,0,S0000,train
4549,0,0,3,0,0,S0100,train
14164,1,0,0,0,0,S0000,train
8197,1,0,0,0,0,S0000,train
6879,1,0,0,0,0,S0000,train
2580,0,0,0,2,4,S0011,train
11270,1,0,0,0,0,S0000,train
11571,1,0,0,0,0,S0000,train
6787,0,0,1,0,0,S0100,train
667,1,0,0,0,0,S0000,train
9960,0,1,0,0,6,S1001,train
2900,1,0,0,0,0,S0000,train
2679,1,0,0,0,0,S0000,train
14040,1,0,0,0,0,S0000,train
13427,0,1,1,0,0,S1100,train
8287,1,0,0,0,0,S0000,train
4375,0,4,2,0,0,S1100,train
2808,0,1,0,0,0,S1000,train
8387,1,0,0,0,0,S0000,train
26817,1,0,0,0,0,S0000,train
9050,0,0,2,0,0,S0100,train
12105,1,0,0,0,0,S0000,train
7139,0,1,1,0,4,S1101,train
773,1,0,0,0,0,S0000,train
11362,0,0,0,2,1,S0011,train
14634,1,0,0,0,0,S0000,train
4132,0,2,0,0,0,S1000,train
5307,0,1,0,0,0,S1000,train
13836,1,0,0,0,0,S0000,train
6174,0,0,1,0,0,S0100,train
2437,0,1,2,0,1,S1101,train
188,1,0,0,0,0,S0000,train
6819,1,0,0,0,0,S0000,train
4123,1,0,0,0,0,S0000,train
26606,1,0,0,0,0,S0000,train
920,1,0,0,0,0,S0000,train
5267,0,2,1,0,0,S1100,train
2329,1,0,0,0,0,S0000,train
5364,1,0,0,0,0,S0000,train
9186,1,0,0,0,0,S0000,train
11302,0,0,0,0,1,S0001,train
2884,1,0,0,0,0,S0000,train
510,0,0,0,0,1,S0001,train
5599,1,0,0,0,0,S0000,train
7823,1,0,0,0,0,S0000,train
11255,0,1,0,1,0,S1010,train
4493,0,2,2,0,0,S1100,train
1052,0,3,1,0,6,S1101,train
14723,0,2,1,0,0,S1100,train
4467,0,1,7,0,1,S1101,train
7191,0,1,0,0,0,S1000,train
9175,1,0,0,0,0,S0000,train
11864,1,0,0,0,0,S0000,train
830,0,0,1,0,1,S0101,train
4377,0,1,2,0,0,S1100,train
10547,0,0,1,0,0,S0100,train
2582,0,0,1,1,0,S0110,train
9432,0,0,1,0,0,S0100,train
1485,0,4,1,0,0,S1100,train
2319,0,0,0,0,2,S0001,train
10057,0,0,3,0,0,S0100,train
12294,1,0,0,0,0,S0000,train
14482,1,0,0,0,0,S0000,train
7306,1,0,0,0,0,S0000,train
26612,1,0,0,0,0,S0000,train
11023,1,0,0,0,0,S0000,train
6765,0,1,1,0,0,S1100,train
14978,0,1,1,0,0,S1100,train
11534,0,0,1,0,0,S0100,train
8463,1,0,0,0,0,S0000,train
12530,1,0,0,0,0,S0000,train
11514,1,0,0,0,0,S0000,train
8843,1,0,0,0,0,S0000,train
9177,1,0,0,0,0,S0000,train
3441,0,0,2,0,0,S0100,train
1613,1,0,0,0,0,S0000,train
26506,0,0,0,2,0,S0010,train
2739,1,0,0,0,0,S0000,train
4394,1,0,0,0,0,S0000,train
14405,1,0,0,0,0,S0000,train
970,0,1,0,0,2,S1001,train
3604,0,2,0,0,0,S1000,train
2029,0,1,0,0,0,S1000,train
15724,1,0,0,0,0,S0000,train
3235,1,0,0,0,0,S0000,train
2998,0,0,0,0,2,S0001,train
4496,0,1,3,0,0,S1100,train
10345,1,0,0,0,0,S0000,train
1016,0,3,0,0,5,S1001,train
3965,1,0,0,0,0,S0000,train
8654,0,1,1,0,0,S1100,train
3302,0,0,2,0,0,S0100,train
6504,0,0,0,1,1,S0011,train
6987,1,0,0,0,0,S0000,train
15380,0,1,0,0,0,S1000,train
15707,0,0,1,0,0,S0100,train
1158,0,1,1,0,0,S1100,train
5796,1,0,0,0,0,S0000,train
15318,0,3,0,0,0,S1000,train
14080,1,0,0,0,0,S0000,train
26725,1,0,0,0,0,S0000,train
12099,1,0,0,0,0,S0000,train
13136,0,4,0,0,1,S1001,train
3893,1,0,0,0,0,S0000,train
15230,0,0,1,0,0,S0100,train
8632,0,0,1,0,0,S0100,train
3242,1,0,0,0,0,S0000,train
4251,0,2,2,0,1,S1101,train
11790,1,0,0,0,0,S0000,train
3516,0,0,3,0,0,S0100,train
7119,0,1,0,1,1,S1011,train
10315,1,0,0,0,0,S0000,train
1786,1,0,0,0,0,S0000,train
935,0,3,1,0,2,S1101,train
11078,1,0,0,0,0,S0000,train
13297,0,0,1,0,0,S0100,train
6730,0,1,0,1,0,S1010,train
