image,DNL,D00,D10,D20,D40,strat,subset
4025,0,1,0,0,0,S1000,train
5045,0,0,2,0,0,S0100,train
2266,1,0,0,0,0,S0000,train
8156,1,0,0,0,0,S0000,train
408,1,0,0,0,0,S0000,train
9099,0,1,0,0,0,S1000,train
4599,1,0,0,0,0,S0000,train
2544,0,0,0,0,1,S0001,train
154,0,0,1,0,1,S0101,train
332,1,0,0,0,0,S0000,train
648,1,0,0,0,0,S0000,train
5751,0,0,0,0,1,S0001,train
2000,1,0,0,0,0,S0000,train
5509,0,1,1,1,0,S1110,train
8480,1,0,0,0,0,S0000,train
2188,0,0,0,0,1,S0001,train
2154,1,0,0,0,0,S0000,train
2346,0,1,0,1,0,S1010,train
7688,1,0,0,0,0,S0000,train
3302,0,0,2,0,0,S0100,train
9788,1,0,0,0,0,S0000,train
6765,0,1,1,0,0,S1100,train
6798,1,0,0,0,0,S0000,train
5503,0,1,1,1,0,S1110,train
1044,0,1,1,0,2,S1101,train
2003,1,0,0,0,0,S0000,train
4162,0,0,1,0,1,S0101,train
6109,0,0,1,0,0,S0100,train
2883,1,0,0,0,0,S0000,train
5839,0,0,0,0,9,S0001,train
7902,1,0,0,0,0,S0000,train
3532,1,0,0,0,0,S0000,train
401,0,1,0,0,1,S1001,train
3771,1,0,0,0,0,S0000,train
1687,0,1,0,0,0,S1000,train
9916,1,0,0,0,0,S0000,train
1626,1,0,0,0,0,S0000,train
2290,0,1,0,0,0,S1000,train
6632,0,0,0,0,1,S0001,train
7609,1,0,0,0,0,S0000,train
6039,1,0,0,0,0,S0000,train
3852,1,0,0,0,0,S0000,train
9083,0,4,0,0,0,S1000,train
3813,0,1,3,0,1,S1101,train
15061,0,1,0,0,0,S1000,train
8559,0,0,0,1,0,S0010,train
4374,0,0,1,0,0,S0100,train
9662,1,0,0,0,0,S0000,train
3608,0,1,1,0,0,S1100,train
15374,1,0,0,0,0,S0000,train
358,0,0,1,1,0,S0110,train
1765,0,0,1,0,0,S0100,train
4318,0,0,1,1,0,S0110,train
8632,0,0,1,0,0,S0100,train
289,1,0,0,0,0,S0000,train
3061,0,1,0,0,0,S1000,train
5389,1,0,0,0,0,S0000,train
6012,0,1,0,0,0,S1000,train
7359,0,1,0,0,0,S1000,train
8544,1,0,0,0,0,S0000,train
2277,0,1,0,0,0,S1000,train
9262,0,0,1,0,0,S0100,train
5693,1,0,0,0,0,S0000,train
15153,0,1,0,0,0,S1000,train
9395,0,0,1,0,0,S0100,train
2326,1,0,0,0,0,S0000,train
8554,1,0,0,0,0,S0000,train
8679,1,0,0,0,0,S0000,train
2884,1,0,0,0,0,S0000,train
1646,0,1,2,0,0,S1100,train
4284,0,0,1,0,0,S0100,train
7914,1,0,0,0,0,S0000,train
3994,1,0,0,0,0,S0000,train
2927,0,0,0,0,1,S0001,train
2061,1,0,0,0,0,S0000,train
14850,1,0,0,0,0,S0000,train
5493,0,1,2,0,0,S1100,train
9785,1,0,0,0,0,S0000,train
8012,1,0,0,0,0,S0000,train
4385,1,0,0,0,0,S0000,train
5590,1,0,0,0,0,S0000,train
7348,1,0,0,0,0,S0000,train
6266,1,0,0,0,0,S0000,train
9848,0,1,0,0,0,S1000,train
2453,0,1,1,1,0,S1110,train
9420,0,0,1,0,0,S0100,train
4327,0,2,1,0,0,S1100,train
3058,0,2,2,0,1,S1101,train
4418,0,0,0,1,0,S0010,train
5936,0,0,0,0,1,S0001,train
1744,1,0,0,0,0,S0000,train
8366,1,0,0,0,0,S0000,train
6392,0,1,0,0,0,S1000,train
7605,0,0,2,0,0,S0100,train
14648,0,2,3,0,0,S1100,train
140,0,0,2,0,2,S0101,train
8160,1,0,0,0,0,S0000,train
8034,0,0,0,1,0,S0010,train
3943,1,0,0,0,0,S0000,train
7920,1,0,0,0,0,S0000,train
14542,0,1,0,0,0,S1000,train
2741,1,0,0,0,0,S0000,train
2960,0,1,0,0,0,S1000,train
833,0,1,0,0,0,S1000,train
151,1,0,0,0,0,S0000,train
1380,1,0,0,0,0,S0000,train
1706,0,1,0,0,0,S1000,train
7953,1,0,0,0,0,S0000,train
6377,1,0,0,0,0,S0000,train
1694,0,2,0,0,0,S1000,train
9717,1,0,0,0,0,S0000,train
2116,1,0,0,0,0,S0000,train
7853,1,0,0,0,0,S0000,train
3389,0,2,1,1,0,S1110,train
14817,1,0,0,0,0,S0000,train
5289,0,0,0,1,0,S0010,train
1216,0,0,0,0,2,S0001,train
14853,1,0,0,0,0,S0000,train
5407,0,0,1,0,0,S0100,train
1569,1,0,0,0,0,S0000,train
6077,1,0,0,0,0,S0000,train
1104,0,0,1,0,0,S0100,train
8859,1,0,0,0,0,S0000,train
2123,0,0,0,0,1,S0001,train
6338,1,0,0,0,0,S0000,train
3181,1,0,0,0,0,S0000,train
6282,1,0,0,0,0,S0000,train
8862,1,0,0,0,0,S0000,train
2936,0,0,0,0,1,S0001,train
5491,0,1,2,0,0,S1100,train
4719,0,0,2,0,1,S0101,train
6473,1,0,0,0,0,S0000,train
9265,0,0,1,0,0,S0100,train
4975,1,0,0,0,0,S0000,train
14923,0,2,1,0,0,S1100,train
7331,0,1,0,0,0,S1000,train
4467,0,0,4,0,0,S0100,train
3709,0,2,2,0,0,S1100,train
8579,1,0,0,0,0,S0000,train
7269,0,1,0,0,0,S1000,train
4120,1,0,0,0,0,S0000,train
469,0,0,1,1,4,S0111,train
3785,1,0,0,0,0,S0000,train
5838,1,0,0,0,0,S0000,train
4489,0,1,1,0,0,S1100,train
3092,0,1,0,0,0,S1000,train
4325,0,1,1,0,0,S1100,train
6383,1,0,0,0,0,S0000,train
4246,0,1,2,1,0,S1110,train
7363,1,0,0,0,0,S0000,train
5198,0,2,0,0,0,S1000,train
3863,1,0,0,0,0,S0000,train
8875,0,2,1,0,0,S1100,train
6977,0,0,1,0,0,S0100,train
7478,1,0,0,0,0,S0000,train
4709,1,0,0,0,0,S0000,train
3141,0,3,2,0,1,S1101,train
7011,1,0,0,0,0,S0000,train
33,0,0,0,0,2,S0001,train
8556,1,0,0,0,0,S0000,train
9319,1,0,0,0,0,S0000,train
1516,1,0,0,0,0,S0000,train
7151,0,0,1,0,0,S0100,train
1427,1,0,0,0,0,S0000,train
6933,1,0,0,0,0,S0000,train
8266,1,0,0,0,0,S0000,train
8835,1,0,0,0,0,S0000,train
3213,1,0,0,0,0,S0000,train
2814,0,0,2,0,3,S0101,train
1830,1,0,0,0,0,S0000,train
9820,1,0,0,0,0,S0000,train
7178,1,0,0,0,0,S0000,train
3989,0,1,1,0,0,S1100,train
5663,1,0,0,0,0,S0000,train
3041,1,0,0,0,0,S0000,train
4791,0,0,1,0,0,S0100,train
956,0,4,0,0,3,S1001,train
14589,0,2,0,0,0,S1000,train
7863,1,0,0,0,0,S0000,train
1866,1,0,0,0,0,S0000,train
3676,0,6,4,0,1,S1101,train
7802,0,1,0,0,0,S1000,train
9602,1,0,0,0,0,S0000,train
14677,0,1,0,0,0,S1000,train
8676,1,0,0,0,0,S0000,train
1962,1,0,0,0,0,S0000,train
3460,0,1,0,0,0,S1000,train
15257,0,0,1,0,0,S0100,train
9203,0,2,1,0,0,S1100,train
14662,0,0,2,0,0,S0100,train
9577,1,0,0,0,0,S0000,train
1503,0,1,0,0,0,S1000,train
3976,1,0,0,0,0,S0000,train
9380,0,1,0,0,0,S1000,train
5111,0,0,0,2,0,S0010,train
5319,0,1,0,0,0,S1000,train
3957,1,0,0,0,0,S0000,train
2518,0,0,1,0,1,S0101,train
2980,0,1,0,0,0,S1000,train
8953,1,0,0,0,0,S0000,train
5097,1,0,0,0,0,S0000,train
6779,0,1,0,0,0,S1000,train
4968,0,2,0,0,0,S1000,train
6233,0,1,0,0,0,S1000,train
4012,0,0,0,1,0,S0010,train
9320,1,0,0,0,0,S0000,train
4877,1,0,0,0,0,S0000,train
8417,1,0,0,0,0,S0000,train
9862,0,1,0,0,0,S1000,train
2596,0,0,0,1,1,S0011,train
5994,0,0,0,1,0,S0010,train
3485,0,0,1,0,0,S0100,train
2763,1,0,0,0,0,S0000,train
5095,0,0,1,0,0,S0100,train
9957,0,0,0,0,4,S0001,train
14680,0,1,0,0,0,S1000,train
20,1,0,0,0,0,S0000,train
15391,1,0,0,0,0,S0000,train
1390,1,0,0,0,0,S0000,train
7012,0,1,0,0,0,S1000,train
4139,1,0,0,0,0,S0000,train
957,0,2,1,1,0,S1110,train
9730,1,0,0,0,0,S0000,train
640,1,0,0,0,0,S0000,train
4258,0,0,0,1,0,S0010,train
8657,0,0,1,0,0,S0100,train
3674,0,7,2,0,0,S1100,train
15368,1,0,0,0,0,S0000,train
2131,0,1,1,0,2,S1101,train
15239,1,0,0,0,0,S0000,train
5326,1,0,0,0,0,S0000,train
3332,0,1,1,0,0,S1100,train
5911,1,0,0,0,0,S0000,train
4990,1,0,0,0,0,S0000,train
539,0,0,0,0,1,S0001,train
15472,0,1,0,0,0,S1000,train
373,0,0,1,0,0,S0100,train
9242,0,0,1,0,0,S0100,train
9904,1,0,0,0,0,S0000,train
6198,1,0,0,0,0,S0000,train
9306,1,0,0,0,0,S0000,train
81,0,0,2,0,2,S0101,train
1525,0,1,0,0,0,S1000,train
3228,1,0,0,0,0,S0000,train
9011,1,0,0,0,0,S0000,train
6259,1,0,0,0,0,S0000,train
1723,1,0,0,0,0,S0000,train
2823,0,1,0,0,1,S1001,train
3120,0,0,1,0,0,S0100,train
5300,0,1,0,0,0,S1000,train
2572,1,0,0,0,0,S0000,train
3517,0,0,1,0,0,S0100,train
1802,0,0,0,0,1,S0001,train
6489,0,2,0,0,0,S1000,train
4063,0,0,0,1,0,S0010,train
5972,0,0,1,0,0,S0100,train
7977,1,0,0,0,0,S0000,train
15310,1,0,0,0,0,S0000,train
4764,0,0,1,0,0,S0100,train
3381,0,1,2,0,0,S1100,train
14612,1,0,0,0,0,S0000,train
6728,0,1,0,0,0,S1000,train
1651,1,0,0,0,0,S0000,train
8337,1,0,0,0,0,S0000,train
329,1,0,0,0,0,S0000,train
6243,1,0,0,0,0,S0000,train
1664,0,1,1,0,0,S1100,train
6940,1,0,0,0,0,S0000,train
4044,1,0,0,0,0,S0000,train
6221,1,0,0,0,0,S0000,train
1645,0,0,3,0,0,S0100,train
3050,1,0,0,0,0,S0000,train
7639,0,1,0,0,0,S1000,train
491,0,0,2,1,3,S0111,train
6855,1,0,0,0,0,S0000,train
9853,0,1,0,0,0,S1000,train
3020,1,0,0,0,0,S0000,train
6366,1,0,0,0,0,S0000,train
14819,1,0,0,0,0,S0000,train
7842,1,0,0,0,0,S0000,train
483,0,0,2,1,4,S0111,train
2177,0,0,1,0,0,S0100,train
9283,0,1,0,0,0,S1000,train
8284,1,0,0,0,0,S0000,train
9810,1,0,0,0,0,S0000,train
505,0,3,2,1,2,S1111,train
8800,1,0,0,0,0,S0000,train
1466,1,0,0,0,0,S0000,train
1165,0,0,1,0,0,S0100,train
607,1,0,0,0,0,S0000,train
4691,1,0,0,0,0,S0000,train
14713,1,0,0,0,0,S0000,train
1425,1,0,0,0,0,S0000,train
617,0,0,1,0,2,S0101,train
7514,1,0,0,0,0,S0000,train
15140,0,1,0,0,0,S1000,train
7017,0,1,0,0,0,S1000,train
3365,0,3,2,0,0,S1100,train
1227,1,0,0,0,0,S0000,train
2905,1,0,0,0,0,S0000,train
2561,0,1,0,1,0,S1010,train
14615,0,1,0,0,0,S1000,train
3649,0,0,2,0,0,S0100,train
9302,0,1,0,0,0,S1000,train
9091,0,1,0,0,0,S1000,train
8819,1,0,0,0,0,S0000,train
3714,0,4,2,0,0,S1100,train
4768,0,0,1,0,0,S0100,train
2830,0,0,1,0,0,S0100,train
4293,0,0,1,0,4,S0101,train
9252,0,1,0,2,0,S1010,train
5543,0,1,1,1,0,S1110,train
9028,0,1,0,0,0,S1000,train
15412,0,1,0,0,0,S1000,train
3665,0,3,3,0,0,S1100,train
675,0,1,2,0,0,S1100,train
755,1,0,0,0,0,S0000,train
14650,0,0,3,0,0,S0100,train
15488,0,2,0,0,0,S1000,train
1558,1,0,0,0,0,S0000,train
2853,0,2,1,0,2,S1101,train
641,0,0,1,0,2,S0101,train
14633,1,0,0,0,0,S0000,train
6411,0,0,0,1,0,S0010,train
1815,1,0,0,0,0,S0000,train
397,0,1,0,0,1,S1001,train
2720,0,0,1,0,0,S0100,train
6902,0,2,0,0,0,S1000,train
4858,1,0,0,0,0,S0000,train
1110,0,3,2,0,0,S1100,train
14745,0,1,0,0,0,S1000,train
5520,0,1,1,1,0,S1110,train
14959,1,0,0,0,0,S0000,train
15085,0,1,0,0,0,S1000,train
8523,1,0,0,0,0,S0000,train
8093,1,0,0,0,0,S0000,train
9818,1,0,0,0,0,S0000,train
8896,1,0,0,0,0,S0000,train
1404,1,0,0,0,0,S0000,train
2811,0,1,2,0,0,S1100,train
1851,1,0,0,0,0,S0000,train
1750,1,0,0,0,0,S0000,train
6504,0,0,0,1,1,S0011,train
14930,0,1,1,0,0,S1100,train
6620,1,0,0,0,0,S0000,train
6617,0,0,1,0,1,S0101,train
4928,0,1,0,1,0,S1010,train
15409,1,0,0,0,0,S0000,train
2081,1,0,0,0,0,S0000,train
4477,0,0,1,0,0,S0100,train
15429,1,0,0,0,0,S0000,train
5885,1,0,0,0,0,S0000,train
507,0,1,2,1,0,S1110,train
983,0,3,1,1,0,S1110,train
1476,0,2,1,0,0,S1100,train
817,0,1,2,0,0,S1100,train
7596,1,0,0,0,0,S0000,train
14775,1,0,0,0,0,S0000,train
813,0,0,1,0,0,S0100,train
3909,1,0,0,0,0,S0000,train
1910,1,0,0,0,0,S0000,train
1532,0,0,1,0,0,S0100,train
1275,1,0,0,0,0,S0000,train
2416,0,0,0,1,0,S0010,train
7772,1,0,0,0,0,S0000,train
199,1,0,0,0,0,S0000,train
9575,0,0,2,0,0,S0100,train
5063,0,0,3,0,0,S0100,train
3322,0,1,2,0,0,S1100,train
1590,1,0,0,0,0,S0000,train
4908,0,1,0,1,0,S1010,train
9057,0,0,2,0,0,S0100,train
14587,0,2,0,0,0,S1000,train
1606,1,0,0,0,0,S0000,train
4830,1,0,0,0,0,S0000,train
1008,0,0,2,0,2,S0101,train
3465,0,0,2,0,0,S0100,train
8399,1,0,0,0,0,S0000,train
6590,1,0,0,0,0,S0000,train
9132,0,1,0,0,0,S1000,train
4345,0,1,1,1,0,S1110,train
6005,0,1,0,0,0,S1000,train
9391,1,0,0,0,0,S0000,train
15331,0,3,0,0,0,S1000,train
2156,1,0,0,0,0,S0000,train
1985,1,0,0,0,0,S0000,train
2749,1,0,0,0,0,S0000,train
4995,0,0,1,0,0,S0100,train
431,0,0,1,2,0,S0110,train
8121,1,0,0,0,0,S0000,train
6747,1,0,0,0,0,S0000,train
14787,1,0,0,0,0,S0000,train
2344,0,2,1,0,1,S1101,train
1906,1,0,0,0,0,S0000,train
911,0,0,2,0,0,S0100,train
6674,1,0,0,0,0,S0000,train
2840,0,1,0,0,0,S1000,train
2826,0,2,0,0,2,S1001,train
2760,1,0,0,0,0,S0000,train
6743,1,0,0,0,0,S0000,train
2048,1,0,0,0,0,S0000,train
7958,1,0,0,0,0,S0000,train
3286,0,0,0,0,1,S0001,train
6621,1,0,0,0,0,S0000,train
5691,1,0,0,0,0,S0000,train
9494,1,0,0,0,0,S0000,train
6334,1,0,0,0,0,S0000,train
542,0,0,0,0,1,S0001,train
6776,1,0,0,0,0,S0000,train
936,0,0,1,0,0,S0100,train
8192,0,0,0,0,2,S0001,train
63,0,0,2,0,2,S0101,train
2631,1,0,0,0,0,S0000,train
2334,0,0,2,0,0,S0100,train
6025,1,0,0,0,0,S0000,train
3737,1,0,0,0,0,S0000,train
2781,0,0,1,0,0,S0100,train
7149,0,2,4,2,0,S1110,train
5873,0,2,0,0,0,S1000,train
7330,0,1,0,0,0,S1000,train
14717,1,0,0,0,0,S0000,train
1530,0,3,1,0,1,S1101,train
3281,0,2,3,0,2,S1101,train
6916,1,0,0,0,0,S0000,train
6693,1,0,0,0,0,S0000,train
7338,1,0,0,0,0,S0000,train
3201,1,0,0,0,0,S0000,train
116,1,0,0,0,0,S0000,train
8141,1,0,0,0,0,S0000,train
15063,0,1,0,0,0,S1000,train
6186,0,0,1,0,0,S0100,train
2375,0,0,0,1,0,S0010,train
9381,0,1,1,0,0,S1100,train
7893,1,0,0,0,0,S0000,train
5876,0,0,0,1,0,S0010,train
477,0,0,1,1,4,S0111,train
9814,1,0,0,0,0,S0000,train
2538,0,0,2,1,0,S0110,train
5912,1,0,0,0,0,S0000,train
14997,1,0,0,0,0,S0000,train
6929,1,0,0,0,0,S0000,train
6867,0,1,0,1,0,S1010,train
6026,1,0,0,0,0,S0000,train
6242,1,0,0,0,0,S0000,train
8704,1,0,0,0,0,S0000,train
9706,0,0,0,1,0,S0010,train
8585,0,2,1,0,0,S1100,train
4487,0,0,0,0,1,S0001,train
