image,DNL,D00,D10,D20,D40,strat,subset
4922,0,1,0,1,0,S1010,train
9931,1,0,0,0,0,S0000,train
9741,1,0,0,0,0,S0000,train
14757,1,0,0,0,0,S0000,train
1164,1,0,0,0,0,S0000,train
5022,1,0,0,0,0,S0000,train
8961,1,0,0,0,0,S0000,train
3728,0,1,0,0,0,S1000,train
12486,1,0,0,0,0,S0000,train
13290,1,0,0,0,0,S0000,train
7240,1,0,0,0,0,S0000,train
12125,0,0,0,0,1,S0001,train
1590,1,0,0,0,0,S0000,train
8667,0,1,0,1,0,S1010,train
6414,1,0,0,0,0,S0000,train
7163,0,1,2,0,0,S1100,train
17,1,0,0,0,0,S0000,train
14916,0,1,1,0,0,S1100,train
9923,1,0,0,0,0,S0000,train
3735,0,2,0,0,0,S1000,train
1082,1,0,0,0,0,S0000,train
9996,0,0,0,0,4,S0001,train
6347,1,0,0,0,0,S0000,train
15395,1,0,0,0,0,S0000,train
5271,1,0,0,0,0,S0000,train
13921,1,0,0,0,0,S0000,train
11346,0,0,0,2,1,S0011,train
1471,0,3,1,0,2,S1101,train
7828,1,0,0,0,0,S0000,train
4177,0,0,1,0,0,S0100,train
4446,0,0,2,0,0,S0100,train
12804,0,1,1,0,0,S1100,train
5906,0,0,0,1,0,S0010,train
2657,0,0,0,0,1,S0001,train
11478,1,0,0,0,0,S0000,train
5340,1,0,0,0,0,S0000,train
8359,1,0,0,0,0,S0000,train
10237,1,0,0,0,0,S0000,train
7108,0,2,0,0,0,S1000,train
2922,1,0,0,0,0,S0000,train
4271,0,1,0,0,0,S1000,train
1712,1,0,0,0,0,S0000,train
6721,1,0,0,0,0,S0000,train
12317,1,0,0,0,0,S0000,train
5725,1,0,0,0,0,S0000,train
12491,1,0,0,0,0,S0000,train
6836,1,0,0,0,0,S0000,train
8392,1,0,0,0,0,S0000,train
3364,0,0,1,0,0,S0100,train
3096,0,0,0,2,0,S0010,train
502,1,0,0,0,0,S0000,train
15449,0,1,0,0,0,S1000,train
1516,1,0,0,0,0,S0000,train
11441,0,0,0,1,0,S0010,train
5147,1,0,0,0,0,S0000,train
13691,1,0,0,0,0,S0000,train
4366,0,5,4,0,0,S1100,train
9356,0,1,1,0,0,S1100,train
1314,0,0,0,0,2,S0001,train
6427,0,0,0,1,0,S0010,train
15009,1,0,0,0,0,S0000,train
6771,1,0,0,0,0,S0000,train
4644,0,0,0,1,0,S0010,train
1236,0,0,0,1,1,S0011,train
4475,0,1,3,0,0,S1100,train
11755,0,1,0,0,0,S1000,train
1086,0,1,1,0,0,S1100,train
3056,0,1,0,0,0,S1000,train
9107,0,2,0,0,0,S1000,train
10708,1,0,0,0,0,S0000,train
2930,1,0,0,0,0,S0000,train
15185,1,0,0,0,0,S0000,train
1914,1,0,0,0,0,S0000,train
2520,0,1,1,0,1,S1101,train
8627,0,0,1,0,0,S0100,train
12151,1,0,0,0,0,S0000,train
12779,0,0,0,1,0,S0010,train
4705,1,0,0,0,0,S0000,train
1160,1,0,0,0,0,S0000,train
12293,1,0,0,0,0,S0000,train
13410,1,0,0,0,0,S0000,train
12180,1,0,0,0,0,S0000,train
3075,0,1,3,0,0,S1100,train
9608,1,0,0,0,0,S0000,train
6416,1,0,0,0,0,S0000,train
10395,1,0,0,0,0,S0000,train
5048,0,0,1,0,0,S0100,train
10766,1,0,0,0,0,S0000,train
11921,1,0,0,0,0,S0000,train
12402,0,1,0,0,0,S1000,train
7538,0,1,0,0,0,S1000,train
13657,0,2,0,2,0,S1010,train
12766,0,0,0,1,0,S0010,train
405,0,0,0,0,1,S0001,train
7134,0,0,0,0,2,S0001,train
3417,0,0,2,0,0,S0100,train
11093,1,0,0,0,0,S0000,train
11278,0,1,0,0,0,S1000,train
13630,0,2,0,2,0,S1010,train
5455,0,0,1,0,0,S0100,train
1179,1,0,0,0,0,S0000,train
1310,0,0,0,0,1,S0001,train
3076,0,1,1,0,0,S1100,train
4344,0,8,5,0,0,S1100,train
54,0,0,1,0,2,S0101,train
7011,1,0,0,0,0,S0000,train
13498,1,0,0,0,0,S0000,train
3454,1,0,0,0,0,S0000,train
13526,0,1,0,0,2,S1001,train
10165,1,0,0,0,0,S0000,train
6803,0,1,1,0,0,S1100,train
11750,1,0,0,0,0,S0000,train
5976,1,0,0,0,0,S0000,train
3869,1,0,0,0,0,S0000,train
1646,0,1,2,0,0,S1100,train
8322,1,0,0,0,0,S0000,train
4235,1,0,0,0,0,S0000,train
12587,1,0,0,0,0,S0000,train
14579,1,0,0,0,0,S0000,train
5742,0,1,0,1,0,S1010,train
10345,1,0,0,0,0,S0000,train
4541,1,0,0,0,0,S0000,train
13988,1,0,0,0,0,S0000,train
14861,0,0,1,0,0,S0100,train
2362,1,0,0,0,0,S0000,train
1198,0,1,0,0,0,S1000,train
8151,1,0,0,0,0,S0000,train
14659,0,2,2,0,2,S1101,train
2871,0,1,0,0,0,S1000,train
8696,1,0,0,0,0,S0000,train
13858,0,2,0,0,0,S1000,train
15125,0,1,0,0,0,S1000,train
248,1,0,0,0,0,S0000,train
836,0,0,1,0,0,S0100,train
9749,1,0,0,0,0,S0000,train
4586,1,0,0,0,0,S0000,train
8502,1,0,0,0,0,S0000,train
5387,1,0,0,0,0,S0000,train
4591,1,0,0,0,0,S0000,train
11877,1,0,0,0,0,S0000,train
10724,1,0,0,0,0,S0000,train
2198,1,0,0,0,0,S0000,train
8614,0,1,0,0,1,S1001,train
11175,0,0,1,0,0,S0100,train
6697,1,0,0,0,0,S0000,train
14726,1,0,0,0,0,S0000,train
5729,1,0,0,0,0,S0000,train
9681,1,0,0,0,0,S0000,train
14517,1,0,0,0,0,S0000,train
8049,1,0,0,0,0,S0000,train
3175,1,0,0,0,0,S0000,train
7316,0,1,0,0,0,S1000,train
7721,1,0,0,0,0,S0000,train
9942,1,0,0,0,0,S0000,train
12177,0,1,0,0,2,S1001,train
1636,1,0,0,0,0,S0000,train
9120,0,1,0,0,0,S1000,train
1717,1,0,0,0,0,S0000,train
3352,1,0,0,0,0,S0000,train
7054,0,0,1,0,0,S0100,train
9178,0,1,0,0,0,S1000,train
13675,1,0,0,0,0,S0000,train
13497,1,0,0,0,0,S0000,train
12851,0,0,0,2,0,S0010,train
2942,0,0,1,0,0,S0100,train
198,1,0,0,0,0,S0000,train
7646,1,0,0,0,0,S0000,train
8085,1,0,0,0,0,S0000,train
378,0,0,0,0,1,S0001,train
3809,0,1,0,0,1,S1001,train
6415,1,0,0,0,0,S0000,train
3184,1,0,0,0,0,S0000,train
2263,1,0,0,0,0,S0000,train
8707,1,0,0,0,0,S0000,train
13381,0,6,0,1,0,S1010,train
10918,0,0,0,3,0,S0010,train
0,1,0,0,0,0,S0000,train
11655,0,0,0,1,0,S0010,train
5809,1,0,0,0,0,S0000,train
7104,0,0,0,0,1,S0001,train
5936,0,0,0,0,1,S0001,train
12978,0,1,1,0,0,S1100,train
708,1,0,0,0,0,S0000,train
13519,0,0,1,0,0,S0100,train
3346,0,0,0,1,0,S0010,train
13161,1,0,0,0,0,S0000,train
6875,0,4,0,1,0,S1010,train
12868,0,4,1,1,0,S1110,train
14920,0,0,1,0,0,S0100,train
3322,0,1,2,0,0,S1100,train
6779,0,1,0,0,0,S1000,train
2343,0,1,1,0,3,S1101,train
2582,0,0,1,1,0,S0110,train
4886,0,0,0,0,1,S0001,train
4737,1,0,0,0,0,S0000,train
11689,0,2,0,0,0,S1000,train
9061,1,0,0,0,0,S0000,train
12030,1,0,0,0,0,S0000,train
4926,0,1,0,1,0,S1010,train
14570,0,1,0,0,0,S1000,train
15298,1,0,0,0,0,S0000,train
10638,1,0,0,0,0,S0000,train
848,1,0,0,0,0,S0000,train
15207,0,0,2,0,0,S0100,train
4487,0,3,2,0,0,S1100,train
5719,1,0,0,0,0,S0000,train
4098,0,0,0,0,1,S0001,train
11875,1,0,0,0,0,S0000,train
3976,1,0,0,0,0,S0000,train
15433,0,5,0,0,0,S1000,train
10074,0,0,1,1,4,S0111,train
6712,1,0,0,0,0,S0000,train
14860,0,5,1,0,0,S1100,train
1805,1,0,0,0,0,S0000,train
6218,1,0,0,0,0,S0000,train
2867,0,0,0,0,1,S0001,train
2549,0,0,1,0,0,S0100,train
5208,0,1,0,0,0,S1000,train
4560,0,0,0,1,0,S0010,train
7726,1,0,0,0,0,S0000,train
6810,1,0,0,0,0,S0000,train
15464,0,1,0,0,0,S1000,train
4170,0,0,1,0,0,S0100,train
8908,1,0,0,0,0,S0000,train
786,0,0,2,0,0,S0100,train
11912,1,0,0,0,0,S0000,train
7299,1,0,0,0,0,S0000,train
8610,1,0,0,0,0,S0000,train
12625,1,0,0,0,0,S0000,train
1850,1,0,0,0,0,S0000,train
12885,0,4,1,0,0,S1100,train
1414,1,0,0,0,0,S0000,train
3151,1,0,0,0,0,S0000,train
14746,0,2,0,0,2,S1001,train
1036,0,3,1,0,3,S1101,train
5953,0,0,1,0,1,S0101,train
9025,0,1,0,0,0,S1000,train
13550,1,0,0,0,0,S0000,train
5874,0,1,0,1,0,S1010,train
2452,0,0,0,0,2,S0001,train
14514,1,0,0,0,0,S0000,train
4732,1,0,0,0,0,S0000,train
13870,0,2,0,0,0,S1000,train
9344,1,0,0,0,0,S0000,train
7069,1,0,0,0,0,S0000,train
10251,0,0,0,1,0,S0010,train
4131,0,1,0,0,0,S1000,train
5704,1,0,0,0,0,S0000,train
11833,1,0,0,0,0,S0000,train
11446,0,0,0,1,0,S0010,train
6457,0,0,0,1,0,S0010,train
6149,0,1,0,0,2,S1001,train
14683,0,2,4,0,0,S1100,train
4048,1,0,0,0,0,S0000,train
4386,0,5,0,0,0,S1000,train
2103,0,0,1,0,0,S0100,train
962,0,0,1,0,1,S0101,train
6896,1,0,0,0,0,S0000,train
7970,1,0,0,0,0,S0000,train
6301,1,0,0,0,0,S0000,train
4307,0,2,1,0,0,S1100,train
8816,1,0,0,0,0,S0000,train
14647,0,3,4,0,0,S1100,train
10287,1,0,0,0,0,S0000,train
14843,1,0,0,0,0,S0000,train
13937,1,0,0,0,0,S0000,train
131,1,0,0,0,0,S0000,train
11794,1,0,0,0,0,S0000,train
4603,1,0,0,0,0,S0000,train
649,1,0,0,0,0,S0000,train
899,1,0,0,0,0,S0000,train
2899,1,0,0,0,0,S0000,train
678,0,2,2,0,0,S1100,train
7990,1,0,0,0,0,S0000,train
6462,0,0,0,0,1,S0001,train
10342,1,0,0,0,0,S0000,train
2041,1,0,0,0,0,S0000,train
9834,0,1,0,0,0,S1000,train
14846,1,0,0,0,0,S0000,train
10147,1,0,0,0,0,S0000,train
14852,1,0,0,0,0,S0000,train
3405,1,0,0,0,0,S0000,train
12616,1,0,0,0,0,S0000,train
1750,1,0,0,0,0,S0000,train
7664,0,0,1,0,0,S0100,train
10338,0,0,1,0,0,S0100,train
4957,0,1,0,1,0,S1010,train
454,1,0,0,0,0,S0000,train
2340,0,0,1,0,0,S0100,train
5446,1,0,0,0,0,S0000,train
13601,0,5,1,1,0,S1110,train
13124,1,0,0,0,0,S0000,train
12492,1,0,0,0,0,S0000,train
6549,1,0,0,0,0,S0000,train
2330,0,1,1,0,0,S1100,train
15241,0,0,1,0,0,S0100,train
10971,1,0,0,0,0,S0000,train
2560,0,0,0,1,0,S0010,train
11136,1,0,0,0,0,S0000,train
14556,0,1,0,0,0,S1000,train
15243,1,0,0,0,0,S0000,train
11279,0,1,0,0,0,S1000,train
8797,1,0,0,0,0,S0000,train
11617,1,0,0,0,0,S0000,train
6272,0,0,0,0,8,S0001,train
3335,0,0,2,0,0,S0100,train
11466,0,0,0,2,0,S0010,train
8594,0,2,0,0,0,S1000,train
15130,0,1,0,0,0,S1000,train
2641,0,0,1,0,0,S0100,train
1354,1,0,0,0,0,S0000,train
8508,1,0,0,0,0,S0000,train
2141,0,1,1,0,0,S1100,train
69,0,0,2,0,2,S0101,train
10455,1,0,0,0,0,S0000,train
9303,1,0,0,0,0,S0000,train
12336,1,0,0,0,0,S0000,train
15399,0,3,0,0,0,S1000,train
15053,0,1,0,0,0,S1000,train
1,1,0,0,0,0,S0000,train
6529,0,0,0,0,3,S0001,train
3846,1,0,0,0,0,S0000,train
9941,0,0,0,0,1,S0001,train
12911,0,3,1,1,0,S1110,train
12644,1,0,0,0,0,S0000,train
9969,1,0,0,0,0,S0000,train
11487,1,0,0,0,0,S0000,train
13187,0,1,0,0,0,S1000,train
11805,1,0,0,0,0,S0000,train
11743,1,0,0,0,0,S0000,train
2097,1,0,0,0,0,S0000,train
6695,0,1,1,0,0,S1100,train
8941,1,0,0,0,0,S0000,train
8050,1,0,0,0,0,S0000,train
12214,1,0,0,0,0,S0000,train
14850,1,0,0,0,0,S0000,train
11772,0,1,0,0,0,S1000,train
283,1,0,0,0,0,S0000,train
15423,1,0,0,0,0,S0000,train
3626,0,0,1,0,0,S0100,train
9529,0,1,2,0,0,S1100,train
10731,1,0,0,0,0,S0000,train
9713,1,0,0,0,0,S0000,train
663,0,0,0,2,0,S0010,train
7514,1,0,0,0,0,S0000,train
12079,1,0,0,0,0,S0000,train
13865,0,2,0,0,0,S1000,train
13829,0,2,0,0,0,S1000,train
6305,0,1,0,0,0,S1000,train
2661,0,0,1,0,0,S0100,train
13800,1,0,0,0,0,S0000,train
12182,1,0,0,0,0,S0000,train
14500,1,0,0,0,0,S0000,train
8951,1,0,0,0,0,S0000,train
1350,1,0,0,0,0,S0000,train
7419,1,0,0,0,0,S0000,train
3605,0,1,0,0,0,S1000,train
7803,0,1,0,0,0,S1000,train
3473,1,0,0,0,0,S0000,train
938,0,2,0,0,1,S1001,train
9728,1,0,0,0,0,S0000,train
9709,0,0,1,0,0,S0100,train
823,0,0,1,0,0,S0100,train
9938,1,0,0,0,0,S0000,train
5298,0,1,0,0,0,S1000,train
14598,1,0,0,0,0,S0000,train
5738,0,2,0,0,2,S1001,train
843,0,0,1,0,0,S0100,train
2018,1,0,0,0,0,S0000,train
9057,0,0,2,0,0,S0100,train
6346,0,1,0,0,0,S1000,train
6277,0,0,0,0,2,S0001,train
14931,1,0,0,0,0,S0000,train
3188,0,0,1,0,0,S0100,train
8813,1,0,0,0,0,S0000,train
13331,1,0,0,0,0,S0000,train
5599,1,0,0,0,0,S0000,train
12926,1,0,0,0,0,S0000,train
8798,1,0,0,0,0,S0000,train
15300,1,0,0,0,0,S0000,train
610,0,1,0,0,0,S1000,train
9986,1,0,0,0,0,S0000,train
12507,0,0,0,0,1,S0001,train
2512,0,1,0,0,0,S1000,train
1721,1,0,0,0,0,S0000,train
5124,0,0,1,0,0,S0100,train
3969,1,0,0,0,0,S0000,train
12541,1,0,0,0,0,S0000,train
15086,0,1,0,0,0,S1000,train
6754,0,1,0,0,0,S1000,train
11928,1,0,0,0,0,S0000,train
12131,0,0,0,0,1,S0001,train
8532,1,0,0,0,0,S0000,train
4860,0,1,0,0,0,S1000,train
7081,0,0,1,0,0,S0100,train
13029,0,4,2,2,0,S1110,train
2620,0,0,0,1,0,S0010,train
2773,1,0,0,0,0,S0000,train
5824,0,1,1,0,0,S1100,train
62,0,0,2,0,2,S0101,train
11337,0,0,0,2,1,S0011,train
4079,0,0,0,0,2,S0001,train
1604,1,0,0,0,0,S0000,train
13243,0,3,1,0,0,S1100,train
7119,0,1,0,1,1,S1011,train
1087,1,0,0,0,0,S0000,train
11416,1,0,0,0,0,S0000,train
6737,0,1,0,0,0,S1000,train
9229,0,1,0,0,0,S1000,train
2787,0,0,1,0,0,S0100,train
6714,1,0,0,0,0,S0000,train
1610,0,0,1,0,0,S0100,train
9240,0,0,2,0,0,S0100,train
792,1,0,0,0,0,S0000,train
10471,1,0,0,0,0,S0000,train
1823,1,0,0,0,0,S0000,train
6542,0,0,0,0,1,S0001,train
7813,1,0,0,0,0,S0000,train
4910,0,1,0,1,0,S1010,train
8375,1,0,0,0,0,S0000,train
6630,0,0,2,0,1,S0101,train
6130,1,0,0,0,0,S0000,train
7160,0,2,0,2,1,S1011,train
10734,1,0,0,0,0,S0000,train
10057,0,0,1,0,0,S0100,train
1569,1,0,0,0,0,S0000,train
14883,1,0,0,0,0,S0000,train
13191,0,1,0,0,2,S1001,train
4130,0,1,0,0,0,S1000,train
12192,1,0,0,0,0,S0000,train
10482,1,0,0,0,0,S0000,train
10149,0,1,1,0,0,S1100,train
31,1,0,0,0,0,S0000,train
6244,1,0,0,0,0,S0000,train
12368,1,0,0,0,0,S0000,train
10391,1,0,0,0,0,S0000,train
3313,0,1,2,0,0,S1100,train
10861,1,0,0,0,0,S0000,train
8535,1,0,0,0,0,S0000,train
4668,0,1,0,2,0,S1010,train
2360,1,0,0,0,0,S0000,train
8315,1,0,0,0,0,S0000,train
5374,1,0,0,0,0,S0000,train
13041,0,0,1,0,0,S0100,train
8609,0,0,2,0,0,S0100,train
1051,0,3,1,0,5,S1101,train
3898,1,0,0,0,0,S0000,train
5099,0,1,0,0,0,S1000,train
13509,0,0,2,0,0,S0100,train
2149,0,0,0,0,1,S0001,train
9496,1,0,0,0,0,S0000,train
13822,0,1,0,0,0,S1000,train
685,0,0,0,0,1,S0001,train
13203,1,0,0,0,0,S0000,train
8110,1,0,0,0,0,S0000,train
2980,0,1,0,0,0,S1000,train
10157,1,0,0,0,0,S0000,train
920,1,0,0,0,0,S0000,train
9497,0,0,1,0,1,S0101,train
6037,1,0,0,0,0,S0000,train
9160,1,0,0,0,0,S0000,train
11025,1,0,0,0,0,S0000,train
10822,0,3,0,0,0,S1000,train
2699,1,0,0,0,0,S0000,train
15491,1,0,0,0,0,S0000,train
8464,1,0,0,0,0,S0000,train
6591,0,0,0,0,1,S0001,train
350,1,0,0,0,0,S0000,train
5618,0,0,1,0,0,S0100,train
4461,0,2,4,0,3,S1101,train
7165,0,2,1,0,0,S1100,train
12337,1,0,0,0,0,S0000,train
13472,0,3,0,0,0,S1000,train
6203,1,0,0,0,0,S0000,train
6022,1,0,0,0,0,S0000,train
9134,1,0,0,0,0,S0000,train
9078,1,0,0,0,0,S0000,train
11778,1,0,0,0,0,S0000,train
10922,0,0,1,0,0,S0100,train
5622,0,0,1,0,0,S0100,train
7041,1,0,0,0,0,S0000,train
13944,1,0,0,0,0,S0000,train
5639,1,0,0,0,0,S0000,train
4246,0,1,2,0,0,S1100,train
2125,0,0,0,0,2,S0001,train
7145,0,0,1,0,4,S0101,train
9917,1,0,0,0,0,S0000,train
2266,1,0,0,0,0,S0000,train
7137,0,0,0,0,1,S0001,train
8975,1,0,0,0,0,S0000,train
3278,0,2,2,0,0,S1100,train
19,1,0,0,0,0,S0000,train
2618,0,1,0,0,0,S1000,train
10151,1,0,0,0,0,S0000,train
10419,1,0,0,0,0,S0000,train
5634,1,0,0,0,0,S0000,train
6439,0,0,0,1,0,S0010,train
3707,0,5,1,0,0,S1100,train
3978,1,0,0,0,0,S0000,train
4095,0,0,0,0,1,S0001,train
10262,1,0,0,0,0,S0000,train
7457,1,0,0,0,0,S0000,train
12678,1,0,0,0,0,S0000,train
1366,1,0,0,0,0,S0000,train
15120,0,1,0,0,0,S1000,train
13693,1,0,0,0,0,S0000,train
11902,1,0,0,0,0,S0000,train
3995,0,1,0,0,1,S1001,train
1426,1,0,0,0,0,S0000,train
437,1,0,0,0,0,S0000,train
11499,1,0,0,0,0,S0000,train
4202,0,3,3,0,1,S1101,train
7265,1,0,0,0,0,S0000,train
12252,1,0,0,0,0,S0000,train
1104,0,0,1,0,0,S0100,train
2838,0,2,0,0,0,S1000,train
12617,1,0,0,0,0,S0000,train
7326,0,1,0,0,0,S1000,train
1337,1,0,0,0,0,S0000,train
2213,0,0,1,0,0,S0100,train
6061,1,0,0,0,0,S0000,train
13681,1,0,0,0,0,S0000,train
622,0,0,1,1,1,S0111,train
15122,0,1,0,0,0,S1000,train
535,0,0,0,0,2,S0001,train
11618,1,0,0,0,0,S0000,train
11461,0,2,0,0,0,S1000,train
13106,0,1,1,0,0,S1100,train
10599,1,0,0,0,0,S0000,train
12661,1,0,0,0,0,S0000,train
1669,0,0,1,0,0,S0100,train
5327,1,0,0,0,0,S0000,train
6264,0,0,1,0,1,S0101,train
1098,0,1,0,0,0,S1000,train
12548,1,0,0,0,0,S0000,train
2050,0,0,0,0,1,S0001,train
8880,1,0,0,0,0,S0000,train
9481,0,0,1,0,0,S0100,train
9031,0,1,0,0,0,S1000,train
8790,1,0,0,0,0,S0000,train
14854,1,0,0,0,0,S0000,train
7088,1,0,0,0,0,S0000,train
8017,1,0,0,0,0,S0000,train
10675,1,0,0,0,0,S0000,train
11771,0,1,0,0,0,S1000,train
10013,0,0,0,0,9,S0001,train
12422,1,0,0,0,0,S0000,train
13907,1,0,0,0,0,S0000,train
10878,1,0,0,0,0,S0000,train
15328,0,1,0,0,0,S1000,train
3517,0,0,1,0,0,S0100,train
4686,0,0,0,1,0,S0010,train
983,0,1,1,0,2,S1101,train
15162,0,1,0,0,0,S1000,train
3815,0,0,0,0,2,S0001,train
1147,1,0,0,0,0,S0000,train
6567,0,1,0,0,1,S1001,train
673,0,0,1,0,4,S0101,train
13079,0,5,1,0,0,S1100,train
1320,0,0,0,0,2,S0001,train
8807,1,0,0,0,0,S0000,train
1623,1,0,0,0,0,S0000,train
9910,1,0,0,0,0,S0000,train
13443,0,3,0,0,0,S1000,train
1150,1,0,0,0,0,S0000,train
12702,0,0,1,0,0,S0100,train
11493,0,0,0,0,6,S0001,train
8397,1,0,0,0,0,S0000,train
12827,0,0,0,1,0,S0010,train
11457,0,0,0,0,7,S0001,train
2886,1,0,0,0,0,S0000,train
7353,1,0,0,0,0,S0000,train
6229,0,0,1,0,0,S0100,train
3939,0,0,1,0,0,S0100,train
13089,0,2,0,0,0,S1000,train
8227,1,0,0,0,0,S0000,train
7235,0,0,0,0,1,S0001,train
14536,1,0,0,0,0,S0000,train
8131,1,0,0,0,0,S0000,train
11767,0,1,0,0,0,S1000,train
10181,0,0,1,0,0,S0100,train
9793,1,0,0,0,0,S0000,train
9126,0,0,1,0,0,S0100,train
5113,0,0,1,0,0,S0100,train
4326,0,5,2,0,0,S1100,train
7403,1,0,0,0,0,S0000,train
3888,1,0,0,0,0,S0000,train
3118,0,1,0,0,0,S1000,train
1384,0,0,0,0,2,S0001,train
8829,1,0,0,0,0,S0000,train
7021,1,0,0,0,0,S0000,train
5669,1,0,0,0,0,S0000,train
11628,0,0,0,0,5,S0001,train
11824,1,0,0,0,0,S0000,train
7057,1,0,0,0,0,S0000,train
755,1,0,0,0,0,S0000,train
11975,1,0,0,0,0,S0000,train
2092,1,0,0,0,0,S0000,train
12845,0,0,0,1,0,S0010,train
6183,0,0,0,0,1,S0001,train
11297,0,0,0,0,1,S0001,train
10037,0,1,1,0,0,S1100,train
3651,0,0,1,0,0,S0100,train
14838,0,2,0,0,0,S1000,train
12511,1,0,0,0,0,S0000,train
9605,1,0,0,0,0,S0000,train
9244,0,1,0,0,0,S1000,train
3455,1,0,0,0,0,S0000,train
1178,1,0,0,0,0,S0000,train
4742,0,1,1,0,0,S1100,train
8680,0,0,1,1,0,S0110,train
7277,0,1,0,0,0,S1000,train
10490,1,0,0,0,0,S0000,train
7589,1,0,0,0,0,S0000,train
13976,1,0,0,0,0,S0000,train
3765,1,0,0,0,0,S0000,train
399,0,0,1,0,1,S0101,train
10570,0,0,1,0,0,S0100,train
12673,0,0,0,2,1,S0011,train
2718,0,0,1,0,0,S0100,train
11583,0,1,0,0,0,S1000,train
1301,1,0,0,0,0,S0000,train
13664,0,2,0,2,0,S1010,train
10563,0,0,1,0,0,S0100,train
5207,0,1,0,0,0,S1000,train
3711,0,2,0,0,1,S1001,train
10312,0,0,0,0,2,S0001,train
5384,1,0,0,0,0,S0000,train
13239,0,3,1,0,0,S1100,train
638,1,0,0,0,0,S0000,train
6786,1,0,0,0,0,S0000,train
6121,0,0,1,0,0,S0100,train
7695,1,0,0,0,0,S0000,train
1376,1,0,0,0,0,S0000,train
7495,1,0,0,0,0,S0000,train
13706,1,0,0,0,0,S0000,train
11148,1,0,0,0,0,S0000,train
9198,1,0,0,0,0,S0000,train
7141,0,1,2,0,2,S1101,train
8259,1,0,0,0,0,S0000,train
7454,1,0,0,0,0,S0000,train
4704,1,0,0,0,0,S0000,train
5640,1,0,0,0,0,S0000,train
1743,1,0,0,0,0,S0000,train
2277,0,1,0,0,0,S1000,train
345,1,0,0,0,0,S0000,train
1334,1,0,0,0,0,S0000,train
13104,1,0,0,0,0,S0000,train
12431,1,0,0,0,0,S0000,train
7293,1,0,0,0,0,S0000,train
13558,1,0,0,0,0,S0000,train
4284,0,0,1,0,0,S0100,train
1470,0,3,1,0,0,S1100,train
7858,1,0,0,0,0,S0000,train
6166,1,0,0,0,0,S0000,train
5032,0,1,1,0,0,S1100,train
15339,1,0,0,0,0,S0000,train
12619,1,0,0,0,0,S0000,train
9565,0,1,0,0,0,S1000,train
12208,1,0,0,0,0,S0000,train
8312,1,0,0,0,0,S0000,train
5925,1,0,0,0,0,S0000,train
11459,1,0,0,0,0,S0000,train
