image,DNL,D00,D10,D20,D40,strat,subset
4210,1,0,0,0,0,S0000,train
7170,1,0,0,0,0,S0000,train
5525,0,1,1,1,0,S1110,train
7769,1,0,0,0,0,S0000,train
917,0,4,0,0,0,S1000,train
5047,0,0,1,0,0,S0100,train
2360,1,0,0,0,0,S0000,train
5535,0,1,1,1,0,S1110,train
3117,0,1,1,0,0,S1100,train
6254,0,0,1,0,0,S0100,train
6380,0,1,0,0,1,S1001,train
604,0,2,4,0,1,S1101,train
4367,0,0,1,0,0,S0100,train
6010,0,0,0,0,1,S0001,train
2094,1,0,0,0,0,S0000,train
1599,1,0,0,0,0,S0000,train
1371,1,0,0,0,0,S0000,train
736,0,1,0,0,1,S1001,train
7938,1,0,0,0,0,S0000,train
676,0,1,3,0,0,S1100,train
2768,1,0,0,0,0,S0000,train
5391,1,0,0,0,0,S0000,train
3426,1,0,0,0,0,S0000,train
3671,0,1,3,0,0,S1100,train
14587,0,2,0,0,0,S1000,train
7874,1,0,0,0,0,S0000,train
8813,1,0,0,0,0,S0000,train
889,1,0,0,0,0,S0000,train
4752,1,0,0,0,0,S0000,train
14634,1,0,0,0,0,S0000,train
6265,1,0,0,0,0,S0000,train
14665,1,0,0,0,0,S0000,train
14670,1,0,0,0,0,S0000,train
5664,1,0,0,0,0,S0000,train
6036,1,0,0,0,0,S0000,train
4597,1,0,0,0,0,S0000,train
8324,1,0,0,0,0,S0000,train
5143,1,0,0,0,0,S0000,train
8242,1,0,0,0,0,S0000,train
15340,1,0,0,0,0,S0000,train
3622,1,0,0,0,0,S0000,train
7029,0,1,0,0,0,S1000,train
9715,1,0,0,0,0,S0000,train
3953,1,0,0,0,0,S0000,train
14842,1,0,0,0,0,S0000,train
3754,1,0,0,0,0,S0000,train
6069,0,1,0,0,0,S1000,train
9100,0,1,0,0,0,S1000,train
7202,0,1,2,0,0,S1100,train
9209,0,1,1,0,0,S1100,train
3248,0,1,0,0,0,S1000,train
7609,1,0,0,0,0,S0000,train
6014,1,0,0,0,0,S0000,train
8046,1,0,0,0,0,S0000,train
3082,0,1,1,0,0,S1100,train
15392,1,0,0,0,0,S0000,train
6366,1,0,0,0,0,S0000,train
14621,0,3,0,0,0,S1000,train
9417,1,0,0,0,0,S0000,train
6416,1,0,0,0,0,S0000,train
134,1,0,0,0,0,S0000,train
14826,1,0,0,0,0,S0000,train
1489,0,1,2,0,0,S1100,train
4489,0,1,1,0,0,S1100,train
5759,0,0,0,1,1,S0011,train
14955,1,0,0,0,0,S0000,train
4617,0,0,0,1,0,S0010,train
5137,1,0,0,0,0,S0000,train
1596,1,0,0,0,0,S0000,train
2143,0,0,0,1,0,S0010,train
4788,0,0,1,0,0,S0100,train
4892,0,0,0,1,0,S0010,train
5171,1,0,0,0,0,S0000,train
3284,0,1,2,0,0,S1100,train
2932,1,0,0,0,0,S0000,train
322,1,0,0,0,0,S0000,train
1672,0,1,0,0,0,S1000,train
14928,1,0,0,0,0,S0000,train
4028,0,1,2,0,0,S1100,train
4754,1,0,0,0,0,S0000,train
9258,1,0,0,0,0,S0000,train
387,1,0,0,0,0,S0000,train
4615,0,0,1,0,3,S0101,train
892,0,2,1,0,0,S1100,train
15094,0,1,0,0,0,S1000,train
7963,1,0,0,0,0,S0000,train
4503,0,1,0,0,0,S1000,train
15125,0,1,0,0,0,S1000,train
7252,1,0,0,0,0,S0000,train
6902,0,2,0,0,0,S1000,train
6910,1,0,0,0,0,S0000,train
2173,1,0,0,0,0,S0000,train
4997,1,0,0,0,0,S0000,train
7064,1,0,0,0,0,S0000,train
3295,0,0,2,0,0,S0100,train
312,1,0,0,0,0,S0000,train
88,0,0,2,0,1,S0101,train
5901,0,1,0,0,0,S1000,train
3981,0,0,0,0,1,S0001,train
15299,1,0,0,0,0,S0000,train
9429,1,0,0,0,0,S0000,train
3695,0,1,0,0,2,S1001,train
15126,0,1,0,0,0,S1000,train
402,0,0,0,0,1,S0001,train
5166,1,0,0,0,0,S0000,train
8255,1,0,0,0,0,S0000,train
9083,0,4,0,0,0,S1000,train
2327,1,0,0,0,0,S0000,train
903,0,4,1,0,0,S1100,train
9523,0,2,1,0,0,S1100,train
2878,0,1,0,0,1,S1001,train
283,1,0,0,0,0,S0000,train
8523,1,0,0,0,0,S0000,train
8697,0,0,1,0,0,S0100,train
1741,1,0,0,0,0,S0000,train
1570,0,1,0,0,0,S1000,train
14902,1,0,0,0,0,S0000,train
9560,1,0,0,0,0,S0000,train
6190,1,0,0,0,0,S0000,train
2052,1,0,0,0,0,S0000,train
15367,1,0,0,0,0,S0000,train
4593,1,0,0,0,0,S0000,train
7476,0,1,0,0,0,S1000,train
14753,1,0,0,0,0,S0000,train
1580,1,0,0,0,0,S0000,train
3898,1,0,0,0,0,S0000,train
15012,1,0,0,0,0,S0000,train
7382,1,0,0,0,0,S0000,train
5285,1,0,0,0,0,S0000,train
2596,0,0,0,1,1,S0011,train
1585,1,0,0,0,0,S0000,train
14597,0,0,1,0,0,S0100,train
7535,0,0,0,0,2,S0001,train
3358,0,0,1,0,0,S0100,train
2959,1,0,0,0,0,S0000,train
8935,0,0,1,0,0,S0100,train
5424,1,0,0,0,0,S0000,train
7636,0,1,0,0,0,S1000,train
4487,0,0,0,0,1,S0001,train
2588,0,0,0,1,1,S0011,train
14648,0,2,3,0,0,S1100,train
5004,1,0,0,0,0,S0000,train
3150,1,0,0,0,0,S0000,train
7489,1,0,0,0,0,S0000,train
14603,0,0,1,0,0,S0100,train
15396,1,0,0,0,0,S0000,train
320,1,0,0,0,0,S0000,train
4956,0,1,0,1,0,S1010,train
14530,1,0,0,0,0,S0000,train
9382,0,0,1,0,0,S0100,train
9665,1,0,0,0,0,S0000,train
4121,0,0,0,1,0,S0010,train
1805,1,0,0,0,0,S0000,train
4383,0,0,1,0,1,S0101,train
15414,1,0,0,0,0,S0000,train
2136,0,0,1,0,0,S0100,train
115,0,1,0,0,0,S1000,train
7548,1,0,0,0,0,S0000,train
969,0,0,1,0,0,S0100,train
227,0,0,0,0,3,S0001,train
5498,0,1,2,0,0,S1100,train
8308,1,0,0,0,0,S0000,train
7587,1,0,0,0,0,S0000,train
6301,1,0,0,0,0,S0000,train
4481,0,0,1,0,0,S0100,train
913,0,4,2,0,0,S1100,train
384,1,0,0,0,0,S0000,train
2484,0,2,0,0,0,S1000,train
7169,1,0,0,0,0,S0000,train
14629,1,0,0,0,0,S0000,train
8927,1,0,0,0,0,S0000,train
5350,1,0,0,0,0,S0000,train
3864,1,0,0,0,0,S0000,train
8449,1,0,0,0,0,S0000,train
2097,1,0,0,0,0,S0000,train
9878,1,0,0,0,0,S0000,train
318,1,0,0,0,0,S0000,train
7380,1,0,0,0,0,S0000,train
1205,0,0,0,0,3,S0001,train
8688,1,0,0,0,0,S0000,train
944,1,0,0,0,0,S0000,train
9323,0,1,0,0,0,S1000,train
5198,0,2,0,0,0,S1000,train
4071,1,0,0,0,0,S0000,train
14748,0,1,0,0,0,S1000,train
3844,1,0,0,0,0,S0000,train
2882,1,0,0,0,0,S0000,train
5779,0,0,0,1,2,S0011,train
2798,0,0,1,0,0,S0100,train
7238,1,0,0,0,0,S0000,train
2587,0,1,1,1,1,S1111,train
15254,0,1,0,0,0,S1000,train
4557,0,0,2,0,0,S0100,train
3123,1,0,0,0,0,S0000,train
9325,1,0,0,0,0,S0000,train
1199,0,1,1,0,0,S1100,train
3920,1,0,0,0,0,S0000,train
3142,0,2,2,0,2,S1101,train
1603,1,0,0,0,0,S0000,train
3200,1,0,0,0,0,S0000,train
2487,0,0,0,1,0,S0010,train
9533,0,0,1,0,0,S0100,train
4056,1,0,0,0,0,S0000,train
1839,0,0,1,0,0,S0100,train
2474,0,1,2,0,1,S1101,train
461,0,0,2,1,4,S0111,train
7323,0,1,0,0,0,S1000,train
4348,0,0,1,0,0,S0100,train
2793,1,0,0,0,0,S0000,train
2722,1,0,0,0,0,S0000,train
5942,0,0,1,0,1,S0101,train
7870,1,0,0,0,0,S0000,train
1915,1,0,0,0,0,S0000,train
9495,1,0,0,0,0,S0000,train
8228,1,0,0,0,0,S0000,train
3576,1,0,0,0,0,S0000,train
3086,0,1,0,0,0,S1000,train
751,0,2,0,0,0,S1000,train
1418,1,0,0,0,0,S0000,train
2165,0,2,0,0,1,S1001,train
9070,0,0,1,0,7,S0101,train
5248,0,0,2,0,0,S0100,train
1633,1,0,0,0,0,S0000,train
6461,0,0,1,0,2,S0101,train
8362,1,0,0,0,0,S0000,train
5990,0,0,0,1,3,S0011,train
8210,0,0,0,1,0,S0010,train
9687,1,0,0,0,0,S0000,train
9535,1,0,0,0,0,S0000,train
7207,1,0,0,0,0,S0000,train
3151,1,0,0,0,0,S0000,train
8829,1,0,0,0,0,S0000,train
6704,1,0,0,0,0,S0000,train
3258,0,0,3,0,5,S0101,train
6161,1,0,0,0,0,S0000,train
4317,0,0,1,0,0,S0100,train
2568,1,0,0,0,0,S0000,train
1307,1,0,0,0,0,S0000,train
5549,0,1,1,1,0,S1110,train
1457,1,0,0,0,0,S0000,train
9552,0,0,2,0,0,S0100,train
762,0,1,1,0,0,S1100,train
5406,0,0,1,0,0,S0100,train
4796,0,0,1,0,0,S0100,train
1774,1,0,0,0,0,S0000,train
801,0,0,0,1,0,S0010,train
7966,1,0,0,0,0,S0000,train
2934,0,0,0,2,1,S0011,train
5842,0,1,0,1,0,S1010,train
6511,0,1,0,0,2,S1001,train
14806,0,0,1,0,0,S0100,train
4697,1,0,0,0,0,S0000,train
4082,0,0,0,0,3,S0001,train
6425,1,0,0,0,0,S0000,train
8944,1,0,0,0,0,S0000,train
4654,0,0,0,2,0,S0010,train
8567,1,0,0,0,0,S0000,train
181,0,0,0,1,0,S0010,train
9402,0,0,1,1,0,S0110,train
5305,1,0,0,0,0,S0000,train
6378,1,0,0,0,0,S0000,train
3169,1,0,0,0,0,S0000,train
7381,1,0,0,0,0,S0000,train
1482,1,0,0,0,0,S0000,train
3615,0,1,0,0,0,S1000,train
4955,0,1,0,1,0,S1010,train
9205,0,2,1,0,0,S1100,train
5955,0,0,1,0,0,S0100,train
2064,1,0,0,0,0,S0000,train
9130,1,0,0,0,0,S0000,train
3917,1,0,0,0,0,S0000,train
663,0,0,0,2,0,S0010,train
633,0,1,1,0,0,S1100,train
4870,0,1,1,0,0,S1100,train
9489,1,0,0,0,0,S0000,train
6169,1,0,0,0,0,S0000,train
7075,0,0,0,0,1,S0001,train
7950,1,0,0,0,0,S0000,train
8006,1,0,0,0,0,S0000,train
4818,1,0,0,0,0,S0000,train
4508,0,1,1,0,0,S1100,train
3307,0,2,2,0,0,S1100,train
2740,1,0,0,0,0,S0000,train
14938,0,1,1,0,0,S1100,train
2254,1,0,0,0,0,S0000,train
2356,1,0,0,0,0,S0000,train
2428,0,1,1,1,0,S1110,train
4363,0,0,1,1,0,S0110,train
8040,0,0,0,1,0,S0010,train
8183,1,0,0,0,0,S0000,train
7729,1,0,0,0,0,S0000,train
7908,1,0,0,0,0,S0000,train
7391,1,0,0,0,0,S0000,train
4023,1,0,0,0,0,S0000,train
4682,0,0,1,0,0,S0100,train
2430,1,0,0,0,0,S0000,train
7168,0,3,0,0,1,S1001,train
6916,1,0,0,0,0,S0000,train
32,1,0,0,0,0,S0000,train
5826,0,1,0,0,0,S1000,train
1739,1,0,0,0,0,S0000,train
8356,1,0,0,0,0,S0000,train
4428,0,0,0,0,2,S0001,train
15318,0,3,0,0,0,S1000,train
2584,0,0,1,2,0,S0110,train
7067,1,0,0,0,0,S0000,train
9367,1,0,0,0,0,S0000,train
5572,1,0,0,0,0,S0000,train
9593,1,0,0,0,0,S0000,train
2653,0,0,1,0,0,S0100,train
7852,1,0,0,0,0,S0000,train
4718,0,0,1,0,0,S0100,train
2219,0,0,1,0,0,S0100,train
8816,1,0,0,0,0,S0000,train
7357,1,0,0,0,0,S0000,train
6585,0,0,0,0,1,S0001,train
8043,1,0,0,0,0,S0000,train
7456,1,0,0,0,0,S0000,train
5696,1,0,0,0,0,S0000,train
8227,1,0,0,0,0,S0000,train
8095,1,0,0,0,0,S0000,train
14900,1,0,0,0,0,S0000,train
7002,1,0,0,0,0,S0000,train
6566,0,1,0,0,0,S1000,train
5053,1,0,0,0,0,S0000,train
542,0,0,0,0,1,S0001,train
4861,1,0,0,0,0,S0000,train
524,1,0,0,0,0,S0000,train
5618,0,0,1,0,0,S0100,train
1549,1,0,0,0,0,S0000,train
6107,1,0,0,0,0,S0000,train
8011,1,0,0,0,0,S0000,train
4438,1,0,0,0,0,S0000,train
1885,1,0,0,0,0,S0000,train
3480,0,0,0,0,2,S0001,train
14779,1,0,0,0,0,S0000,train
3574,1,0,0,0,0,S0000,train
9747,1,0,0,0,0,S0000,train
3276,0,0,2,0,0,S0100,train
6743,1,0,0,0,0,S0000,train
15370,1,0,0,0,0,S0000,train
1044,0,1,1,0,2,S1101,train
9111,0,1,0,0,0,S1000,train
6996,1,0,0,0,0,S0000,train
6278,1,0,0,0,0,S0000,train
1475,0,5,2,0,0,S1100,train
620,0,2,2,2,0,S1110,train
6057,1,0,0,0,0,S0000,train
1923,1,0,0,0,0,S0000,train
8373,1,0,0,0,0,S0000,train
9512,1,0,0,0,0,S0000,train
2155,1,0,0,0,0,S0000,train
2865,0,0,1,0,1,S0101,train
7969,1,0,0,0,0,S0000,train
3216,1,0,0,0,0,S0000,train
4079,0,0,0,0,2,S0001,train
5680,0,0,1,0,1,S0101,train
724,0,2,2,0,0,S1100,train
7084,1,0,0,0,0,S0000,train
1387,1,0,0,0,0,S0000,train
3887,1,0,0,0,0,S0000,train
1568,1,0,0,0,0,S0000,train
6945,1,0,0,0,0,S0000,train
4534,1,0,0,0,0,S0000,train
9147,0,2,0,0,0,S1000,train
3500,0,1,0,0,1,S1001,train
1350,1,0,0,0,0,S0000,train
5338,1,0,0,0,0,S0000,train
3421,0,0,2,0,0,S0100,train
6707,1,0,0,0,0,S0000,train
4386,0,1,0,0,0,S1000,train
6291,0,1,0,0,0,S1000,train
1026,0,2,2,0,6,S1101,train
3522,1,0,0,0,0,S0000,train
3950,1,0,0,0,0,S0000,train
3455,1,0,0,0,0,S0000,train
14761,1,0,0,0,0,S0000,train
1750,1,0,0,0,0,S0000,train
14507,1,0,0,0,0,S0000,train
9736,1,0,0,0,0,S0000,train
14717,1,0,0,0,0,S0000,train
8132,1,0,0,0,0,S0000,train
7201,0,1,0,0,0,S1000,train
9092,0,0,1,0,0,S0100,train
5917,1,0,0,0,0,S0000,train
7964,1,0,0,0,0,S0000,train
9722,1,0,0,0,0,S0000,train
6517,0,1,0,0,4,S1001,train
7096,0,2,0,0,0,S1000,train
7276,1,0,0,0,0,S0000,train
886,0,1,2,1,0,S1110,train
9712,1,0,0,0,0,S0000,train
15330,0,1,0,0,0,S1000,train
9538,0,0,2,0,0,S0100,train
8069,1,0,0,0,0,S0000,train
742,0,1,0,0,1,S1001,train
8836,1,0,0,0,0,S0000,train
6305,0,1,0,0,0,S1000,train
8004,1,0,0,0,0,S0000,train
5048,0,0,1,0,0,S0100,train
8622,0,0,3,0,0,S0100,train
7858,1,0,0,0,0,S0000,train
8129,1,0,0,0,0,S0000,train
3064,0,2,0,0,0,S1000,train
6242,1,0,0,0,0,S0000,train
7919,1,0,0,0,0,S0000,train
1149,0,0,1,0,0,S0100,train
2131,0,1,1,0,2,S1101,train
15458,0,0,1,0,0,S0100,train
5262,0,0,2,0,0,S0100,train
3565,0,0,0,0,1,S0001,train
8600,0,1,0,0,0,S1000,train
517,0,0,0,0,1,S0001,train
296,1,0,0,0,0,S0000,train
2449,1,0,0,0,0,S0000,train
6536,0,3,0,0,4,S1001,train
2955,1,0,0,0,0,S0000,train
4358,0,1,1,0,0,S1100,train
1322,0,2,1,0,3,S1101,train
2310,0,1,1,0,0,S1100,train
2509,0,1,0,0,0,S1000,train
9889,1,0,0,0,0,S0000,train
3703,0,1,1,0,0,S1100,train
5402,1,0,0,0,0,S0000,train
5000,1,0,0,0,0,S0000,train
8686,0,1,0,0,0,S1000,train
7725,1,0,0,0,0,S0000,train
3921,1,0,0,0,0,S0000,train
4211,1,0,0,0,0,S0000,train
26,1,0,0,0,0,S0000,train
6840,1,0,0,0,0,S0000,train
7232,0,1,1,0,2,S1101,train
14798,0,3,0,0,0,S1000,train
14857,0,0,0,0,1,S0001,train
1434,0,0,1,0,0,S0100,train
825,1,0,0,0,0,S0000,train
7898,1,0,0,0,0,S0000,train
2362,1,0,0,0,0,S0000,train
9731,1,0,0,0,0,S0000,train
6978,1,0,0,0,0,S0000,train
797,0,2,1,0,0,S1100,train
3900,1,0,0,0,0,S0000,train
9117,0,2,0,0,0,S1000,train
7649,1,0,0,0,0,S0000,train
6119,1,0,0,0,0,S0000,train
14611,1,0,0,0,0,S0000,train
9109,0,1,0,0,0,S1000,train
1948,1,0,0,0,0,S0000,train
7727,1,0,0,0,0,S0000,train
883,0,5,0,0,0,S1000,train
1745,1,0,0,0,0,S0000,train
6526,1,0,0,0,0,S0000,train
7305,0,1,0,0,0,S1000,train
15351,1,0,0,0,0,S0000,train
14794,0,2,0,0,0,S1000,train
3592,1,0,0,0,0,S0000,train
5678,0,0,1,0,1,S0101,train
9478,1,0,0,0,0,S0000,train
6171,1,0,0,0,0,S0000,train
875,1,0,0,0,0,S0000,train
1252,1,0,0,0,0,S0000,train
3461,0,0,0,0,1,S0001,train
3350,0,1,4,0,0,S1100,train
9038,0,0,2,0,0,S0100,train
167,0,2,5,0,3,S1101,train
6573,0,1,0,0,3,S1001,train
14879,0,1,1,0,1,S1101,train
6764,0,1,0,0,0,S1000,train
5187,1,0,0,0,0,S0000,train
6654,0,0,0,2,1,S0011,train
4680,1,0,0,0,0,S0000,train
583,1,0,0,0,0,S0000,train
7559,0,1,1,0,0,S1100,train
